2020-03-24 18:50:57.029954,284,295,275,0,0,0,290,0,292,0,0,109,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,292,300
2020-03-24 18:50:57.039948,3,294,276,0,0,0,284,0,292,0,0,108,,,,1,1,30,292,300
2020-03-24 18:50:57.146881,7,300,281,0,0,0,289,0,293,0,0,105,,,,1,1,30,293,300
2020-03-24 18:50:57.244821,4,293,284,0,0,0,290,0,287,0,0,108,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,287,300
2020-03-24 18:50:57.361648,0,293,284,0,0,0,290,0,287,0,0,108,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,287,300
2020-03-24 18:50:57.489010,26,289,277,0,0,0,295,0,289,0,0,106,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,289,300
2020-03-24 18:50:57.565636,0,289,277,0,0,0,295,0,289,0,0,106,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,289,300
2020-03-24 18:50:57.672140,5,232,265,0,0,0,292,0,280,0,0,115,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,280,300
2020-03-24 18:50:57.776078,8,205,253,0,0,0,289,0,274,0,0,109,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,274,300
2020-03-24 18:50:57.873316,4,205,253,0,0,0,289,0,274,0,0,109,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,1,30,274,300
2020-03-24 18:50:57.973992,3,144,229,0,0,0,276,0,237,0,0,114,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,-1,1,30,237,300
2020-03-24 18:50:58.082933,10,144,229,0,0,0,276,0,237,0,0,114,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,-1,1,30,237,300
2020-03-24 18:50:58.203859,29,96,185,0,0,0,223,0,163,0,0,108,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,-1,1,30,163,300
2020-03-24 18:50:58.281810,7,86,174,0,0,0,209,0,152,0,0,108,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,30,152,300
2020-03-24 18:50:58.376802,1,67,154,0,0,0,180,0,118,0,0,120,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,30,118,300
2020-03-24 18:50:58.476006,0,58,134,0,0,0,161,0,96,0,0,110,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,30,96,300
2020-03-24 18:50:58.589454,6,58,134,0,0,0,161,0,96,0,0,110,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,30,96,300
2020-03-24 18:50:58.688203,2,58,134,0,0,0,161,0,96,0,0,110,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,30,96,300
2020-03-24 18:50:58.790601,0,26,74,0,0,0,85,52,46,0,0,116,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,-1,1,30,46,300
2020-03-24 18:50:58.898512,0,26,74,0,0,0,85,52,46,0,0,116,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,-1,1,30,46,300
2020-03-24 18:50:59.008542,0,26,55,0,0,0,54,66,32,0,0,111,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,-1,1,30,32,300
2020-03-24 18:50:59.114732,0,26,55,0,0,0,54,66,32,0,0,111,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,-1,1,30,32,300
2020-03-24 18:50:59.225059,4,26,24,0,0,0,44,66,32,0,0,114,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,30,32,300
2020-03-24 18:50:59.328499,0,26,28,0,0,0,38,54,32,0,0,101,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,30,32,300
2020-03-24 18:50:59.443161,0,22,38,0,0,0,38,41,31,0,0,112,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,30,31,300
2020-03-24 18:50:59.554689,0,22,50,0,0,0,38,31,31,0,0,112,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,32,31,300
2020-03-24 18:50:59.666138,6,22,50,0,0,0,38,31,31,0,0,112,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,34,31,300
2020-03-24 18:50:59.784258,0,22,57,0,0,0,38,28,728,0,0,107,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,1,30,728,300
2020-03-24 18:50:59.884477,0,22,57,0,0,0,38,28,728,0,0,107,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,1,30,728,300
2020-03-24 18:50:59.993793,8,22,57,0,0,0,38,28,332,0,0,110,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,1,30,332,300
2020-03-24 18:51:00.090733,4,22,57,0,0,0,38,28,168,0,0,115,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,30,168,300
2020-03-24 18:51:00.195997,0,21,50,0,0,0,38,10,100,0,0,108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,30,100,300
2020-03-24 18:51:00.296292,0,21,46,0,0,0,38,3,76,0,0,109,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,31,76,300
2020-03-24 18:51:00.397134,0,21,46,0,0,0,38,3,76,0,0,109,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,32,76,300
2020-03-24 18:51:00.508031,0,18,46,0,0,0,38,0,47,0,0,111,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,35,47,300
2020-03-24 18:51:00.612482,4,18,46,0,0,0,38,0,47,0,0,111,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,37,47,300
2020-03-24 18:51:00.722560,12,18,46,0,0,0,38,0,47,0,0,111,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,39,47,300
2020-03-24 18:51:00.815997,4,18,46,0,0,0,16,0,26,0,0,115,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,41,26,300
2020-03-24 18:51:00.918245,6,18,46,0,0,0,16,0,26,0,0,115,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,44,26,300
2020-03-24 18:51:01.028708,10,18,40,0,0,0,0,0,16,0,0,119,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-1,1,46,16,300
2020-03-24 18:51:01.124068,4,18,23,0,0,0,0,0,16,0,0,108,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-1,1,48,16,300
2020-03-24 18:51:01.227292,5,336,1,0,0,0,0,0,16,0,0,107,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,-1,1,50,16,300
2020-03-24 18:51:01.329229,5,336,1,0,0,0,0,0,16,0,0,107,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,-1,1,53,16,300
2020-03-24 18:51:01.430588,6,226,0,0,0,0,0,18,16,0,0,105,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,55,16,300
2020-03-24 18:51:01.556510,30,234,0,0,0,0,0,66,22,0,0,111,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,57,22,300
2020-03-24 18:51:01.636461,8,234,0,0,0,0,0,66,22,0,0,111,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,59,22,300
2020-03-24 18:51:01.740396,11,273,109,0,0,0,54,84,153,0,0,106,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,58,153,300
2020-03-24 18:51:01.838336,8,273,109,0,0,0,54,84,153,0,0,106,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,59,153,300
